bn:00014445n	[wn2020:02964806n, wn:02933112n]	cabinet	[A piece of furniture resembling a cupboard with doors and shelves and drawers; for storage or display]
bn:00015241n	[wn2020:12262461n, wn:12136206n]	cane	[A strong slender often flexible stem as of bamboos, reeds, rattans, or sugar cane]
bn:00015227n	[wn2020:07690165n, wn:07597365n]	candy	[]
bn:00015227n	[wn2020:07690165n, wn:07597365n]	confect	[A rich sweet made of flavored sugar and often combined with fruit or nuts]
bn:00015253n	[wn:00495677n, wn2020:00497793n]	canfield	[A form of solitaire that involves gambling]
bn:00015258n	[wn:02083346n, wn2020:02103836n]	canine	[]
bn:00015258n	[wn:02083346n, wn2020:02103836n]	canid	[Any of various fissiped mammals with nonretractile claws and typically long muzzles]
bn:00015263n	[wn:04582205n, wn2020:04627977n]	wicker	[]
bn:00015263n	[wn:04582205n, wn2020:04627977n]	wickerwork	[]
bn:00015263n	[wn:04582205n, wn2020:04627977n]	caning	[Work made of interlaced slender branches (especially willow branches)]
bn:00015260n	[wn2020:05360366n, wn:05307091n]	canine	[]
bn:00015260n	[wn2020:05360366n, wn:05307091n]	canine_tooth	[]
bn:00015260n	[wn2020:05360366n, wn:05307091n]	eyetooth	[]
bn:00015260n	[wn2020:05360366n, wn:05307091n]	eye_tooth	[]
bn:00015260n	[wn2020:05360366n, wn:05307091n]	dogtooth	[]
bn:00015260n	[wn2020:05360366n, wn:05307091n]	cuspid	[One of the four pointed conical teeth (two in each jaw) located between the incisors and the premolars]
bn:00015145n	[wn:02947212n, wn2020:02978986n]	canal	[Long and narrow strip of water made for boats or for irrigation]
bn:00015266n	[wn2020:02136185n, wn:02115641n]	dingo	[]
bn:00015266n	[wn2020:02136185n, wn:02115641n]	warrigal	[]
bn:00015266n	[wn2020:02136185n, wn:02115641n]	warragal	[]
bn:00015266n	[wn2020:02136185n, wn:02115641n]	canis_dingo	[Wolflike yellowish-brown wild dog of Australia]
bn:00015276n	[wn:14279417n, wn2020:14419386n]	canker	[A fungal disease of woody plants that causes localized damage to the bark]
bn:00015274n	[wn:02976641n, wn2020:03008614n]	canister_shot	[A metallic cylinder packed with shot and used as ammunition in a firearm]
bn:00015274n	[wn:02976641n, wn2020:03008614n]	canister	[]
bn:00015274n	[wn:02976641n, wn2020:03008614n]	case_shot	[]
bn:00015277n	[wn:14212759n, wn2020:14352587n]	canker	[]
bn:00015277n	[wn:14212759n, wn2020:14352587n]	canker_sore	[An ulceration (especially of the lips or lining of the mouth)]
bn:00015301n	[wn:02950186n, wn2020:02981991n]	cannikin	[A wooden bucket]
bn:00015300n	[wn2020:00414744n, wn:00412839n]	cannibalism	[The practice of eating the flesh of your own kind]
bn:00015302n	[wn2020:02981925n, wn:02950120n]	cannikin	[A small can]
bn:00015305n	[wn2020:02982437n, wn:02950632n]	cannon	[(Middle Ages) a cylindrical piece of armor plate to protect the arm]
bn:00015304n	[wn:02950826n, wn2020:02982631n]	cannon	[Heavy gun fired from a tank]
bn:00015289n	[wn:12397210n, wn2020:12523586n]	marijuana	[]
bn:00015289n	[wn:12397210n, wn2020:12523586n]	ganja	[]
bn:00015289n	[wn:12397210n, wn2020:12523586n]	marihuana	[]
bn:00015289n	[wn:12397210n, wn2020:12523586n]	cannabis_sativa	[A strong-smelling plant from whose dried leaves a number of euphoriant and hallucinogenic drugs are prepared]
bn:00015306n	[wn:02950482n, wn2020:02982287n]	cannon	[Heavy automatic gun fired from an airplane]
bn:00015308n	[wn:00500449n, wn2020:00502577n]	cannon	[A shot in billiards in which the cue ball contacts one object ball and then the other]
bn:00015308n	[wn:00500449n, wn2020:00502577n]	carom	[]
bn:00015286n	[wn2020:12523300n, wn:12396924n]	hemp	[Any plant of the genus Cannabis; a coarse bushy annual with palmate leaves and clusters of small green flowers; yields tough fibers and narcotic drugs]
bn:00015286n	[wn2020:12523300n, wn:12396924n]	cannabis	[]
bn:00015303n	[wn2020:02982061n, wn:02950256n]	cannon	[A large artillery gun that is usually on wheels]
bn:00015312n	[wn2020:10002440n, wn:09891300n]	fodder	[]
bn:00015312n	[wn2020:10002440n, wn:09891300n]	cannon_fodder	[]
bn:00015312n	[wn2020:10002440n, wn:09891300n]	fresh_fish	[Soldiers who are regarded as expendable in the face of artillery fire]
bn:00015287n	[wn2020:02981440n, wn:02949691n]	marijuana	[]
bn:00015287n	[wn2020:02981440n, wn:02949691n]	cannabis	[]
bn:00015287n	[wn2020:02981440n, wn:02949691n]	ganja	[The most commonly used illicit drug; considered a soft drug, it consists of the dried leaves of the hemp plant; smoked or chewed for euphoric effect]
bn:00015287n	[wn2020:02981440n, wn:02949691n]	marihuana	[]
bn:00015267n	[wn:02084071n, wn2020:02104561n]	domestic_dog	[]
bn:00015267n	[wn:02084071n, wn2020:02104561n]	canis_familiaris	[A member of the genus Canis (probably descended from the common wolf) that has been domesticated by man since prehistoric times; occurs in many breeds]
bn:00015267n	[wn:02084071n, wn2020:02104561n]	dog	[]
bn:00015321n	[wn2020:10002753n, wn:09891613n]	canon	[A priest who is a member of a cathedral chapter]
bn:00015324n	[wn2020:06552312n, wn:06487729n]	canon	[A complete list of saints that have been recognized by the Roman Catholic Church]
bn:00015316n	[wn:02951358n, wn2020:02983163n]	canoe	[Small and light boat; pointed at both ends; propelled with a paddle]
bn:00015333n	[wn2020:02983914n, wn:02952109n]	canopy	[The umbrellalike part of a parachute that fills with air]
bn:00015329n	[wn2020:10002870n, wn:09891730n]	canonist	[A specialist in canon law]
bn:00015332n	[wn:02952237n, wn2020:02984042n]	canopy	[The transparent covering of an aircraft cockpit]
bn:00015334n	[wn2020:02983648n, wn:02951843n]	canopy	[A covering (usually of cloth) that serves as a roof to shelter an area from the weather]
bn:00015347n	[wn:02952585n, wn2020:02984390n]	canteen	[A recreation room in an institution]
bn:00015346n	[wn:02952674n, wn2020:02984479n]	canteen	[]
bn:00015346n	[wn:02952674n, wn2020:02984479n]	mobile_canteen	[A restaurant outside; often for soldiers or policemen]
bn:00015345n	[wn2020:02984603n, wn:02952798n]	canteen	[Sells food and personal items to personnel at an institution or school or camp etc.]
bn:00015348n	[wn:02952485n, wn2020:02984290n]	canteen	[Restaurant in a factory; where workers can eat]
bn:00015341n	[wn:12164656n, wn2020:12290911n]	cantaloup_vine	[]
bn:00015341n	[wn:12164656n, wn2020:12290911n]	cantaloupe_vine	[]
bn:00015341n	[wn:12164656n, wn2020:12290911n]	cucumis_melo_cantalupensis	[A variety of muskmelon vine having fruit with a tan rind and orange flesh]
bn:00015341n	[wn:12164656n, wn2020:12290911n]	cantaloup	[]
bn:00015341n	[wn:12164656n, wn2020:12290911n]	cantaloupe	[]
bn:00015349n	[wn:00288486n, wn2020:00290072n]	lope	[A smooth three-beat gait; between a trot and a gallop]
bn:00015349n	[wn:00288486n, wn2020:00290072n]	canter	[]
bn:00015322n	[wn2020:09344265n, wn:09233446n]	canon	[A ravine formed by a river in an area with little rainfall]
bn:00015322n	[wn2020:09344265n, wn:09233446n]	canyon	[]
bn:00015363n	[wn:02953056n, wn2020:02984861n]	cantilever	[Projecting horizontal beam fixed at one end only]
bn:00015370n	[wn2020:08639737n, wn:08540770n]	canton	[A small administrative division of a country]
bn:00015382n	[wn:02954068n, wn2020:02985825n]	canvass	[An oil painting on canvas fabric]
bn:00015382n	[wn:02954068n, wn2020:02985825n]	canvas	[]
bn:00015376n	[wn2020:10030917n, wn:09919771n]	choirmaster	[]
bn:00015376n	[wn2020:10030917n, wn:09919771n]	cantor	[The musical director of a choir]
bn:00015376n	[wn2020:10030917n, wn:09919771n]	precentor	[]
bn:00015384n	[wn:02954163n, wn2020:02985920n]	canvas_tent	[]
bn:00015384n	[wn:02954163n, wn2020:02985920n]	canvass	[A tent made of canvas fabric]
bn:00015384n	[wn:02954163n, wn2020:02985920n]	canvas	[]
bn:00015377n	[wn2020:10003004n, wn:09891864n]	cantor	[]
bn:00015377n	[wn2020:10003004n, wn:09891864n]	hazan	[The official of a synagogue who conducts the liturgical part of the service and sings or chants the prayers intended to be performed as solos]
bn:00015388n	[wn:10623354n, wn2020:10735132n]	canvasser	[A petitioner who solicits contributions or trade or votes]
bn:00015388n	[wn:10623354n, wn2020:10735132n]	solicitor	[]
bn:00015389n	[wn2020:10677243n, wn:10565502n]	canvasser	[Someone who examines votes at an election]
bn:00015389n	[wn2020:10677243n, wn:10565502n]	scrutineer	[]
bn:00015385n	[wn:04127904n, wn2020:04171221n]	sheet	[A large piece of fabric (usually canvas fabric) by means of which wind is used to propel a sailing vessel]
bn:00015385n	[wn:04127904n, wn2020:04171221n]	sail	[]
bn:00015385n	[wn:04127904n, wn2020:04171221n]	canvass	[]
bn:00015385n	[wn:04127904n, wn2020:04171221n]	canvas	[]
bn:00015401n	[wn2020:02986859n, wn:02955065n]	cap	[Something serving as a cover or protection]
bn:00015398n	[wn:02954340n, wn2020:02986097n]	cap	[A tight-fitting headdress]
bn:00015387n	[wn:05800998n, wn2020:05856118n]	opinion_poll	[]
bn:00015387n	[wn:05800998n, wn2020:05856118n]	poll	[]
bn:00015387n	[wn:05800998n, wn2020:05856118n]	canvass	[An inquiry into public opinion conducted by interviewing a random sample of people]
bn:00015387n	[wn:05800998n, wn2020:05856118n]	public_opinion_poll	[]
bn:00015402n	[wn:11532351n, wn2020:11657115n]	pileus	[A fruiting structure resembling an umbrella or a cone that forms the top of a stalked fleshy fungus such as a mushroom]
bn:00015402n	[wn:11532351n, wn2020:11657115n]	cap	[]
bn:00015375n	[wn2020:07003239n, wn:06930427n]	yue	[]
bn:00015375n	[wn2020:07003239n, wn:06930427n]	cantonese	[]
bn:00015375n	[wn2020:07003239n, wn:06930427n]	yue_dialect	[]
bn:00015375n	[wn2020:07003239n, wn:06930427n]	cantonese_dialect	[The dialect of Chinese spoken in Canton and neighboring provinces and in Hong Kong and elsewhere outside China]
bn:00015405n	[wn:03139089n, wn2020:03172857n]	cap	[(dentistry) dental appliance consisting of an artificial crown for a broken or decayed tooth]
bn:00015405n	[wn:03139089n, wn2020:03172857n]	jacket_crown	[]
bn:00015405n	[wn:03139089n, wn2020:03172857n]	crown	[]
bn:00015405n	[wn:03139089n, wn2020:03172857n]	jacket	[]
bn:00015405n	[wn:03139089n, wn2020:03172857n]	crownwork	[]
bn:00015396n	[wn2020:15150447n, wn:15006258n]	india_rubber	[]
bn:00015396n	[wn2020:15150447n, wn:15006258n]	natural_rubber	[]
bn:00015396n	[wn2020:15150447n, wn:15006258n]	caoutchouc	[An elastic material obtained from the latex sap of trees (especially trees of the genera Hevea and Ficus) that can be vulcanized and finished into a variety of products]
bn:00015396n	[wn2020:15150447n, wn:15006258n]	gum_elastic	[]
bn:00015396n	[wn2020:15150447n, wn:15006258n]	rubber	[]
bn:00015406n	[wn:02956247n, wn2020:02988059n]	capital	[]
bn:00015406n	[wn:02956247n, wn2020:02988059n]	cap	[The upper part of a column that supports the entablature]
bn:00015406n	[wn:02956247n, wn2020:02988059n]	chapiter	[]
bn:00015426n	[wn:02955540n, wn2020:02987334n]	housing	[Stable gear consisting of a decorated covering for a horse, especially (formerly) for a warhorse]
bn:00015426n	[wn:02955540n, wn2020:02987334n]	trapping	[]
bn:00015426n	[wn:02955540n, wn2020:02987334n]	caparison	[]
bn:00015425n	[wn:13600822n, wn2020:13735721n]	capacity_measure	[]
bn:00015425n	[wn:13600822n, wn2020:13735721n]	capacity_unit	[]
bn:00015425n	[wn:13600822n, wn2020:13735721n]	cubic_measure	[]
bn:00015425n	[wn:13600822n, wn2020:13735721n]	cubage_unit	[]
bn:00015425n	[wn:13600822n, wn2020:13735721n]	volume_unit	[]
bn:00015425n	[wn:13600822n, wn2020:13735721n]	displacement_unit	[]
bn:00015425n	[wn:13600822n, wn2020:13735721n]	cubic_content_unit	[]
bn:00015425n	[wn:13600822n, wn2020:13735721n]	cubature_unit	[A unit of measurement of volume or capacity]
bn:00015428n	[wn2020:02987561n, wn:02955767n]	mantle	[A sleeveless garment like a cloak but shorter]
bn:00015428n	[wn2020:02987561n, wn:02955767n]	cape	[]
bn:00015423n	[wn2020:05676941n, wn:05622956n]	capacity	[]
bn:00015423n	[wn2020:05676941n, wn:05622956n]	mental_ability	[The power to learn or retain knowledge; in law, the ability to understand the facts and significance of your behavior]
bn:00015415n	[wn:02955247n, wn2020:02987041n]	electrical_condenser	[An electrical device characterized by its capacity to store an electric charge]
bn:00015415n	[wn:02955247n, wn2020:02987041n]	condenser	[]
bn:00015415n	[wn:02955247n, wn2020:02987041n]	capacitance	[]
bn:00015415n	[wn:02955247n, wn2020:02987041n]	capacitor	[]
bn:00015497n	[wn:13353607n, wn2020:13487090n]	capital	[Wealth in the form of money or property owned by a person or business and human resources of economic value]
bn:00034270n	[wn:08551628n, wn2020:08650608n]	theatre_of_operations	[A region in which active military operations are in progress]
bn:00034270n	[wn:08551628n, wn2020:08650608n]	theatre	[]
bn:00034270n	[wn:08551628n, wn2020:08650608n]	theater_of_operations	[]
bn:00034270n	[wn:08551628n, wn2020:08650608n]	theater	[]
bn:00034270n	[wn:08551628n, wn2020:08650608n]	field_of_operations	[]
bn:00034270n	[wn:08551628n, wn2020:08650608n]	field	[]
bn:00034267n	[wn:11456760n, wn2020:11581422n]	force_field	[The space around a radiating body within which its electromagnetic oscillations can exert force on another similar body not in contact with it]
bn:00034267n	[wn:11456760n, wn2020:11581422n]	field_of_force	[]
bn:00034267n	[wn:11456760n, wn2020:11581422n]	field	[]
bn:00034269n	[wn2020:08100494n, wn:08005260n]	field	[(mathematics) a set of elements such that addition and multiplication are commutative and associative and multiplication is distributive over addition and there are two elements 0 and 1]
bn:00034291n	[wn:10498816n, wn2020:10610660n]	field_general	[(football) the person who plays quarterback]
bn:00034291n	[wn:10498816n, wn2020:10610660n]	signal_caller	[]
bn:00034291n	[wn:10498816n, wn2020:10610660n]	quarterback	[]
bn:00034333n	[wn2020:10197965n, wn:10086383n]	fieldsman	[A member of the cricket team that is fielding rather than batting]
bn:00034333n	[wn2020:10197965n, wn:10086383n]	fielder	[]
bn:00034351n	[wn:13619475n, wn2020:13755065n]	fifth	[A quantity of liquor equal to one fifth of a United States gallon]
bn:00034350n	[wn2020:13985909n, wn:13848349n]	fifteenth	[Position 15 in a countable series of things]
bn:00034354n	[wn2020:06927826n, wn:06859800n]	fifth	[The musical interval between one note and another five notes away from it]
bn:00034358n	[wn2020:10198927n, wn:10087255n]	saboteur	[A member of a clandestine subversive organization who tries to help a potential invader]
bn:00034358n	[wn2020:10198927n, wn:10087255n]	fifth_columnist	[]
bn:00034362n	[wn2020:03370774n, wn:03334912n]	spare	[An extra car wheel and tire for a four-wheel vehicle]
bn:00034362n	[wn2020:03370774n, wn:03334912n]	fifth_wheel	[]
bn:00034370n	[wn2020:07846654n, wn:07753113n]	fig	[Fleshy sweet pear-shaped yellowish or purple multiple fruit eaten fresh or preserved or dried]
bn:00034391n	[wn2020:14000853n, wn:13862780n]	figure	[A combination of points and lines and planes that form a visible palpable shape]
bn:00034404n	[wn2020:10225256n, wn:10113583n]	strawman	[A person used as a cover for some questionable activity]
bn:00034404n	[wn2020:10225256n, wn:10113583n]	straw_man	[]
bn:00034404n	[wn2020:10225256n, wn:10113583n]	nominal_head	[]
bn:00034404n	[wn2020:10225256n, wn:10113583n]	figurehead	[]
bn:00034404n	[wn2020:10225256n, wn:10113583n]	front	[]
bn:00034404n	[wn2020:10225256n, wn:10113583n]	front_man	[]
bn:00034407n	[wn2020:13005828n, wn:12876899n]	figwort	[Any of numerous tall coarse woodland plants of the genus Scrophularia]
bn:00034405n	[wn:03336070n, wn2020:03371950n]	figurehead	[Figure on the bow of some sailing vessels]
bn:00034395n	[wn2020:07195815n, wn:07105475n]	trope	[]
bn:00034395n	[wn2020:07195815n, wn:07105475n]	image	[Language used in a figurative or nonliteral sense]
bn:00034395n	[wn2020:07195815n, wn:07105475n]	figure	[]
bn:00034395n	[wn2020:07195815n, wn:07105475n]	figure_of_speech	[]
bn:00034335n	[wn:01558307n, wn2020:01569924n]	turdus_pilaris	[Medium-sized Eurasian thrush seen chiefly in winter]
bn:00034335n	[wn:01558307n, wn2020:01569924n]	snowbird	[]
bn:00034335n	[wn:01558307n, wn2020:01569924n]	fieldfare	[]
bn:00034416n	[wn:11678123n, wn2020:11801834n]	filament	[The stalk of a stamen]
bn:00034419n	[wn2020:01952327n, wn:01933478n]	filaria	[Slender threadlike roundworms living in the blood and tissues of vertebrates; transmitted as larvae by biting insects]
bn:00034412n	[wn2020:07015514n, wn:06938623n]	fijian	[The Oceanic language spoken on Fiji]
bn:00034422n	[wn:08428756n, wn2020:08526281n]	indian_file	[A line of persons or things ranged one behind the other]
bn:00034422n	[wn:08428756n, wn2020:08526281n]	single_file	[]
bn:00034422n	[wn:08428756n, wn2020:08526281n]	file	[]
bn:00034415n	[wn:03337822n, wn2020:03373702n]	fillagree	[Delicate and intricate ornamentation (usually in gold or silver or other fine twisted wire)]
bn:00034415n	[wn:03337822n, wn2020:03373702n]	filagree	[]
bn:00034415n	[wn:03337822n, wn2020:03373702n]	filigree	[]
bn:00034423n	[wn:03337140n, wn2020:03373020n]	filing_cabinet	[Office furniture consisting of a container for keeping papers in order]
bn:00034423n	[wn:03337140n, wn2020:03373020n]	file_cabinet	[]
bn:00034423n	[wn:03337140n, wn2020:03373020n]	file	[]
bn:00034432n	[wn:10087736n, wn2020:10199408n]	filer	[A party who files a notice with a law court]
bn:00034427n	[wn:03337383n, wn2020:03373263n]	file_folder	[Folder that holds papers together in a filing cabinet]
bn:00034434n	[wn:07655337n, wn2020:07748215n]	fish_filet	[A longitudinal slice or boned side of a fish]
bn:00034434n	[wn:07655337n, wn2020:07748215n]	fish_fillet	[]
bn:00034434n	[wn:07655337n, wn2020:07748215n]	filet	[]
bn:00034434n	[wn:07655337n, wn2020:07748215n]	fillet	[]
bn:00034424n	[wn:03336839n, wn2020:03372719n]	file	[A steel hand tool with small sharp teeth on some or all of its surfaces; used for smoothing wood or metal]
bn:00034430n	[wn2020:06731847n, wn:06665370n]	ftp	[Protocol that allows users to copy files between their local system and any system they can reach on the network]
bn:00034430n	[wn2020:06731847n, wn:06665370n]	file_transfer_protocol	[]
bn:00034459n	[wn:05475562n, wn2020:05529191n]	fillet	[A bundle of sensory nerve fibers going to the thalamus]
bn:00034459n	[wn:05475562n, wn2020:05529191n]	lemniscus	[]
bn:00034449n	[wn2020:07016839n, wn:06939756n]	filipino	[Official language of the Philippines; based on Tagalog; draws its lexicon from other Philippine languages]
bn:00034449n	[wn2020:07016839n, wn:06939756n]	philippine	[]
